review_text,label,category
"sepatu lari ini TERBAIK di pasaran, best seller, pengiriman cepat, harga miring, makasih banyak!",0,Alat Olahraga
"blouse biru potongannya pas, tidak menerawang; balas chat cepat, packing rapi, harga masuk akal.",1,Baju
"matras hijau ringan, pegangan nyaman; barang sampai aman, cs membantu banget, harga masuk akal, oke banget.",1,Alat Olahraga
"barbel merah ringan, kokoh; barang sampai aman, penjual responsif, sesuai harga.",1,Alat Olahraga
"wallet biru jahitan rapi, banyak slot kartu; cs membantu banget, barang sampai aman, worth it.",1,Dompet
"oli abu terasa halus, kualitas bagus; balas chat cepat, kurir sopan, worth it, boleh lah.",1,Kendaraan
"oli ini diskon gila, ori 100%, same day, harga miring!",0,Kendaraan
"helm biru mudah dipasang, terasa halus; barang sampai aman, garansi dijelaskan jelas, harga masuk akal.",1,Kendaraan
"handphone fungsi tidak berjalan, warnanya beda dari foto; komplain diabaikan, pengiriman lama, kemahalan.",0,HP
"kaos biru jahitan rapi, tidak luntur; admin ramah, barang sampai aman, value for money.",1,Baju
"blouse hijau bahannya adem, potongannya pas; packing rapi, admin ramah, worth it.",1,Baju
"kalung cokelat kaitannya kuat, kilapnya bagus; balas chat cepat, datang lebih cepat dari estimasi, harga masuk akal.",1,Aksesoris
"pasir kucing fungsi tidak berjalan, warnanya beda dari foto; balasan chat lama, pengiriman lama, mahal untuk kualitas begini, makasih banyak.",0,Hewan
"makanan anjing ini TERBAIK di pasaran, ori 100%, same day, harga miring!",0,Hewan
"oli putih mudah dipasang, pas di tempatnya; barang sampai aman, balas chat cepat, value for money.",1,Kendaraan
"chino merah jahitan kuat, potongan rapi; packing rapi, balas chat cepat, sesuai harga, ukuran XXL pas, mantap ji.",1,Celana
"blouse ini WAJIB beli sekarang, garansi puas, kurir sopan, harga miring!",0,Baju
"spatula ini diskon gila, paling laris, datang lebih cepat dari estimasi, harga miring!",0,Alat Masak
"kalung hewan abu aromanya tidak menyengat, ukuran kibble pas; pengiriman cepat, penjual responsif, sesuai harga, rek.",1,Hewan
"jeans abu potongan rapi, bahannya tebal; barang sampai aman, admin ramah, sesuai harga.",1,Celana
"ban putih pas di tempatnya, terasa halus; admin ramah, datang lebih cepat dari estimasi, sesuai budget.",1,Kendaraan
"card holder biru kulitnya halus, tidak mudah terkelupas; packing rapi, balas chat cepat, harga masuk akal.",1,Dompet
"panci putih bahan tebal, gagangnya kokoh; garansi dijelaskan jelas, datang lebih cepat dari estimasi, worth it.",1,Alat Masak
"smartphone biru kameranya jernih, charger cepat; datang lebih cepat dari estimasi, cs membantu banget, value for money.",1,HP
"blouse navy jahitan rapi, tidak luntur; admin ramah, pengiriman cepat, worth it.",1,Baju
"kemeja hitam warna sesuai foto, tidak luntur; admin ramah, pengiriman cepat, harga masuk akal, ukuran XL pas, rek.",1,Baju
"jeans cokelat tidak luntur, elastis nyaman; balas chat cepat, datang lebih cepat dari estimasi, worth it.",1,Celana
"handphone hitam speaker oke, sinyalnya stabil; pengiriman cepat, balas chat cepat, harga masuk akal.",1,HP
"dompet ini kualitas premium harga merakyat, best seller, kurir sopan, harga miring!",0,Dompet
"anting ini diskon gila, garansi puas, packing rapi, harga miring!",0,Aksesoris
"sepatu lari merah lentur, anti selip; datang lebih cepat dari estimasi, penjual responsif, sesuai harga.",1,Alat Olahraga
"blouse merah jahitan rapi, tidak menerawang; garansi dijelaskan jelas, packing rapi, harga masuk akal.",1,Baju
"wajan ini WAJIB beli sekarang, best seller, pengiriman cepat, harga miring, bagus pisan!",0,Alat Masak
"skipping hitam pegangan nyaman, empuk dipakai; barang sampai aman, balas chat cepat, sesuai harga.",1,Alat Olahraga
"makanan anjing putih ukuran kibble pas, aromanya tidak menyengat; admin ramah, barang sampai aman, harga masuk akal.",1,Hewan
"pasir kucing abu kandang bersih, disukai hewan; datang lebih cepat dari estimasi, garansi dijelaskan jelas, worth it, makasih banyak.",1,Hewan
"blouse navy tidak luntur, bahannya adem; admin ramah, barang sampai aman, value for money, ukuran XL pas.",1,Baju
"barbel ini WAJIB beli sekarang, best seller, kurir sopan, harga miring, oke banget!",0,Alat Olahraga
"pasir kucing putih tidak menimbulkan alergi, aromanya tidak menyengat; penjual responsif, packing rapi, value for money, makasih banyak.",1,Hewan
"ponsel ini kualitas premium harga merakyat, best seller, gratis ongkir, harga miring!",0,HP
"matras abu ringan, pegangan nyaman; pengiriman cepat, balas chat cepat, value for money, mantap ji.",1,Alat Olahraga
"wallet ini paling recomended se-Indonesia, ori 100%, barang sampai aman, harga miring!",0,Dompet
"barbel putih empuk dipakai, pegangan nyaman; datang lebih cepat dari estimasi, garansi dijelaskan jelas, value for money.",1,Alat Olahraga
"barbel bau menyengat, jahitan lepas; balasan chat lama, datang terlambat, mahal untuk kualitas begini, bagus pisan.",0,Alat Olahraga
"anting ini TERBAIK di pasaran, ori 100%, packing rapi, harga miring!",0,Aksesoris
"gelang biru warnanya elegan, kilapnya bagus; penjual responsif, barang sampai aman, worth it.",1,Aksesoris
"spatula merah anti lengket, tidak berbau; cs membantu banget, pengiriman cepat, worth it, hatur nuhun.",1,Alat Masak
"anting hitam finishing rapi, kaitannya kuat; barang sampai aman, balas chat cepat, sesuai budget.",1,Aksesoris
"lampu motor kemasan penyok, fungsi tidak berjalan; datang terlambat, komplain diabaikan, tidak sesuai harga, rek.",0,Kendaraan
"blouse cokelat potongannya pas, warna sesuai foto; kurir sopan, balas chat cepat, worth it, ukuran L pas.",1,Baju
"makanan kucing merah aromanya tidak menyengat, ukuran kibble pas; packing rapi, balas chat cepat, worth it.",1,Hewan
"panci merah panas merata, anti lengket; garansi dijelaskan jelas, pengiriman cepat, sesuai harga, sip.",1,Alat Masak
"wajan ini kualitas premium harga merakyat, paling laris, datang lebih cepat dari estimasi, harga miring!",0,Alat Masak
"gelang merah kaitannya kuat, kilapnya bagus; packing rapi, penjual responsif, sesuai budget.",1,Aksesoris
"handbag kemasan penyok, bahan terasa murahan; dus penyok, komplain diabaikan, overprice.",0,Tas
"sepatu lari navy empuk dipakai, ringan; packing rapi, garansi dijelaskan jelas, worth it.",1,Alat Olahraga
"kemeja cokelat tidak menerawang, potongannya pas; garansi dijelaskan jelas, barang sampai aman, sesuai budget, ukuran L pas, bagus pisan.",1,Baju
"tas ini kualitas premium harga merakyat, best seller, packing rapi, harga miring, sip!",0,Tas
"chino biru potongan rapi, tidak luntur; pengiriman cepat, admin ramah, worth it.",1,Celana
"pasir kucing ini TERBAIK di pasaran, paling laris, gratis ongkir, harga miring, mantap ji!",0,Hewan
"ransel biru muat banyak, tali kokoh; balas chat cepat, packing rapi, sesuai budget, oke banget.",1,Tas
"wallet abu jahitan rapi, banyak slot kartu; kurir sopan, cs membantu banget, harga masuk akal.",1,Dompet
"barbel navy kokoh, pegangan nyaman; kurir sopan, balas chat cepat, sesuai budget.",1,Alat Olahraga
"spatula hitam mudah dibersihkan, anti lengket; balas chat cepat, kurir sopan, harga masuk akal.",1,Alat Masak
"smartphone ini diskon gila, garansi puas, datang lebih cepat dari estimasi, harga miring!",0,HP
"gelang merah finishing rapi, warnanya elegan; balas chat cepat, packing rapi, worth it.",1,Aksesoris
"sparepart cokelat tidak berisik, mudah dipasang; penjual responsif, datang lebih cepat dari estimasi, sesuai harga, bagus pisan.",1,Kendaraan
"sepatu lari warnanya beda dari foto, jahitan lepas; penjual susah dihubungi, datang terlambat, overprice.",0,Alat Olahraga
"card holder ukuran meleset, mudah rusak; kurirnya kurang ramah, garansi tidak jelas, mahal untuk kualitas begini.",0,Dompet
"kemeja cokelat potongannya pas, bahannya adem; garansi dijelaskan jelas, packing rapi, worth it.",1,Baju
"kalung hewan biru aromanya tidak menyengat, ukuran kibble pas; penjual responsif, packing rapi, sesuai harga.",1,Hewan
"oli hitam mudah dipasang, terasa halus; garansi dijelaskan jelas, pengiriman cepat, sesuai harga.",1,Kendaraan
"barbel abu ringan, pegangan nyaman; balas chat cepat, barang sampai aman, harga masuk akal.",1,Alat Olahraga
"lampu motor merah terasa halus, mudah dipasang; balas chat cepat, barang sampai aman, value for money.",1,Kendaraan
"barbel biru kokoh, ringan; kurir sopan, admin ramah, worth it.",1,Alat Olahraga
"ponsel abu charger cepat, speaker oke; datang lebih cepat dari estimasi, cs membantu banget, harga masuk akal.",1,HP
"smartphone ukuran meleset, kemasan penyok; datang terlambat, balasan chat lama, tidak sesuai harga.",0,HP
"skipping abu empuk dipakai, kokoh; pengiriman cepat, balas chat cepat, sesuai harga, makasih banyak.",1,Alat Olahraga
"anting mudah rusak, fungsi tidak berjalan; balasan chat lama, datang terlambat, kemahalan.",0,Aksesoris
"pasir kucing biru tidak menimbulkan alergi, kandang bersih; kurir sopan, penjual responsif, value for money, bagus pisan.",1,Hewan
"makanan kucing putih kandang bersih, ukuran kibble pas; penjual responsif, datang lebih cepat dari estimasi, sesuai budget, hatur nuhun.",1,Hewan
"ponsel merah baterainya awet, layarnya terang; garansi dijelaskan jelas, kurir sopan, sesuai budget.",1,HP
"sepatu lari putih lentur, kokoh; packing rapi, balas chat cepat, sesuai harga.",1,Alat Olahraga
"chino ini TERBAIK di pasaran, garansi puas, packing rapi, harga miring, mantul!",0,Celana
"wallet hijau jahitan rapi, kulitnya halus; pengiriman cepat, admin ramah, harga masuk akal, sip.",1,Dompet
"wallet ini diskon gila, best seller, kurir sopan, harga miring!",0,Dompet
"handbag ini paling recomended se-Indonesia, paling laris, datang lebih cepat dari estimasi, harga miring!",0,Tas
"card holder merah tidak mudah terkelupas, jahitan rapi; datang lebih cepat dari estimasi, cs membantu banget, worth it, mantap ji.",1,Dompet
"celana putih jahitan kuat, elastis nyaman; kurir sopan, penjual responsif, harga masuk akal.",1,Celana
"baju ini paling recomended se-Indonesia, garansi puas, barang sampai aman, harga miring, mantul!",0,Baju
"barbel kemasan penyok, bahan terasa murahan; pengiriman lama, respon lambat, tidak sesuai harga.",0,Alat Olahraga
"anting ini diskon gila, best seller, packing rapi, harga miring, mantap ji!",0,Aksesoris
"ransel putih lapisannya tebal, tali kokoh; cs membantu banget, pengiriman cepat, value for money, makasih banyak.",1,Tas
"panci merah tidak berbau, mudah dibersihkan; garansi dijelaskan jelas, packing rapi, worth it.",1,Alat Masak
"skipping navy lentur, empuk dipakai; penjual responsif, datang lebih cepat dari estimasi, worth it.",1,Alat Olahraga
"kemeja cokelat jahitan rapi, bahannya adem; packing rapi, cs membantu banget, value for money, mantap ji.",1,Baju
"kaos ini paling recomended se-Indonesia, paling laris, datang lebih cepat dari estimasi, harga miring!",0,Baju
"handbag biru tali kokoh, resleting halus; kurir sopan, penjual responsif, value for money.",1,Tas
"gelang navy warnanya elegan, kaitannya kuat; cs membantu banget, datang lebih cepat dari estimasi, harga masuk akal.",1,Aksesoris
"jeans navy elastis nyaman, tidak luntur; cs membantu banget, pengiriman cepat, harga masuk akal, ukuran XXL pas.",1,Celana
"matras ini TERBAIK di pasaran, best seller, datang lebih cepat dari estimasi, harga miring!",0,Alat Olahraga
"kaos ini diskon gila, paling laris, datang lebih cepat dari estimasi, harga miring!",0,Baju
"spatula putih tidak berbau, bahan tebal; datang lebih cepat dari estimasi, garansi dijelaskan jelas, sesuai harga, bagus pisan.",1,Alat Masak
"kalung hitam kaitannya kuat, tidak gatal di kulit; pengiriman cepat, balas chat cepat, worth it.",1,Aksesoris
"ransel navy resleting halus, tali kokoh; cs membantu banget, kurir sopan, value for money.",1,Tas
"jeans hijau elastis nyaman, potongan rapi; barang sampai aman, admin ramah, sesuai harga, ukuran M pas.",1,Celana
"gelang navy tidak gatal di kulit, finishing rapi; garansi dijelaskan jelas, datang lebih cepat dari estimasi, sesuai harga.",1,Aksesoris
"chino ini diskon gila, paling laris, packing rapi, harga miring!",0,Celana
"kalung navy kaitannya kuat, kilapnya bagus; packing rapi, penjual responsif, harga masuk akal.",1,Aksesoris
"baju putih potongannya pas, tidak menerawang; garansi dijelaskan jelas, kurir sopan, harga masuk akal, ukuran L pas.",1,Baju
"bros merah kilapnya bagus, kaitannya kuat; penjual responsif, packing rapi, sesuai budget, mantul.",1,Aksesoris
"kaos abu potongannya pas, jahitan rapi; kurir sopan, balas chat cepat, worth it, makasih banyak.",1,Baju
"ponsel jahitan lepas, bau menyengat; komplain diabaikan, pengiriman lama, kurang sepadan.",0,HP
"kemeja cokelat bahannya adem, warna sesuai foto; cs membantu banget, barang sampai aman, sesuai harga, ukuran M pas, boleh lah.",1,Baju
"sparepart navy awet dipakai, terasa halus; cs membantu banget, pengiriman cepat, worth it.",1,Kendaraan
"kaos putih potongannya pas, warna sesuai foto; penjual responsif, datang lebih cepat dari estimasi, sesuai budget, ukuran XXL pas.",1,Baju
"cincin cokelat tidak gatal di kulit, finishing rapi; packing rapi, penjual responsif, sesuai budget.",1,Aksesoris
"ransel abu resleting halus, bahannya kuat; datang lebih cepat dari estimasi, admin ramah, sesuai harga.",1,Tas
"kalung hitam warnanya elegan, finishing rapi; kurir sopan, cs membantu banget, sesuai harga.",1,Aksesoris
"gelang ini WAJIB beli sekarang, garansi puas, gratis ongkir, harga miring!",0,Aksesoris
"helm putih mudah dipasang, awet dipakai; barang sampai aman, cs membantu banget, sesuai harga.",1,Kendaraan
"jeans hijau elastis nyaman, jahitan kuat; packing rapi, admin ramah, worth it.",1,Celana
"kalung hewan putih ukuran kibble pas, aromanya tidak menyengat; packing rapi, balas chat cepat, value for money.",1,Hewan
"helm hijau awet dipakai, pas di tempatnya; penjual responsif, packing rapi, sesuai budget.",1,Kendaraan
"HP merah charger cepat, sinyalnya stabil; barang sampai aman, cs membantu banget, worth it.",1,HP
"helm navy awet dipakai, tidak berisik; cs membantu banget, barang sampai aman, value for money.",1,Kendaraan
"matras merah pegangan nyaman, anti selip; pengiriman cepat, penjual responsif, sesuai harga.",1,Alat Olahraga
"barbel ini stok terbatas buruan, best seller, datang lebih cepat dari estimasi, harga miring!",0,Alat Olahraga
"spatula ini kualitas premium harga merakyat, garansi puas, kurir sopan, harga miring!",0,Alat Masak
"teflon biru mudah dibersihkan, tidak berbau; penjual responsif, kurir sopan, sesuai budget.",1,Alat Masak
"handphone abu charger cepat, speaker oke; garansi dijelaskan jelas, pengiriman cepat, sesuai harga.",1,HP
"handphone hitam baterainya awet, speaker oke; cs membantu banget, datang lebih cepat dari estimasi, harga masuk akal.",1,HP
"lampu motor abu terasa halus, awet dipakai; balas chat cepat, pengiriman cepat, sesuai harga.",1,Kendaraan
"card holder hitam kulitnya halus, jahitan rapi; kurir sopan, cs membantu banget, sesuai harga, makasih banyak.",1,Dompet
"blouse hijau bahannya adem, warna sesuai foto; pengiriman cepat, cs membantu banget, worth it, ukuran XL pas.",1,Baju
"helm ini diskon gila, ori 100%, kurir sopan, harga miring!",0,Kendaraan
"handphone merah layarnya terang, speaker oke; penjual responsif, datang lebih cepat dari estimasi, value for money.",1,HP
"skipping biru ringan, anti selip; kurir sopan, garansi dijelaskan jelas, sesuai harga.",1,Alat Olahraga
"makanan kucing abu kandang bersih, aromanya tidak menyengat; pengiriman cepat, balas chat cepat, worth it.",1,Hewan
"blouse hitam potongannya pas, warna sesuai foto; datang lebih cepat dari estimasi, cs membantu banget, value for money, ukuran L pas.",1,Baju
"panci fit tidak nyaman, fungsi tidak berjalan; respon lambat, datang terlambat, tidak sesuai harga.",0,Alat Masak
"kalung hewan abu tidak menimbulkan alergi, kandang bersih; cs membantu banget, datang lebih cepat dari estimasi, harga masuk akal.",1,Hewan
"jeans navy bahannya tebal, potongan rapi; garansi dijelaskan jelas, pengiriman cepat, sesuai budget, ukuran XXL pas, mantul.",1,Celana
"tas merah lapisannya tebal, bahannya kuat; cs membantu banget, packing rapi, harga masuk akal.",1,Tas
"sepatu lari ini stok terbatas buruan, paling laris, same day, harga miring, mantul!",0,Alat Olahraga
"panci hijau tidak berbau, gagangnya kokoh; admin ramah, packing rapi, worth it.",1,Alat Masak
"dompet navy resleting mulus, tidak mudah terkelupas; datang lebih cepat dari estimasi, garansi dijelaskan jelas, value for money.",1,Dompet
"handbag warnanya beda dari foto, cat mengelupas; garansi tidak jelas, packing kurang rapi, overprice, rek.",0,Tas
"celana navy bahannya tebal, jahitan kuat; balas chat cepat, kurir sopan, worth it, ukuran S pas, mantap ji.",1,Celana
"card holder abu resleting mulus, kulitnya halus; garansi dijelaskan jelas, datang lebih cepat dari estimasi, value for money.",1,Dompet
"teflon biru mudah dibersihkan, panas merata; datang lebih cepat dari estimasi, balas chat cepat, worth it.",1,Alat Masak
"wallet biru tidak mudah terkelupas, jahitan rapi; datang lebih cepat dari estimasi, admin ramah, harga masuk akal.",1,Dompet
"cincin warnanya beda dari foto, cat mengelupas; pengiriman lama, garansi tidak jelas, mahal untuk kualitas begini.",0,Aksesoris
"oli biru pas di tempatnya, awet dipakai; balas chat cepat, barang sampai aman, worth it.",1,Kendaraan
"dompet merah tidak mudah terkelupas, jahitan rapi; kurir sopan, cs membantu banget, value for money.",1,Dompet
"gelang ini paling recomended se-Indonesia, ori 100%, kurir sopan, harga miring!",0,Aksesoris
"spatula hitam tidak berbau, mudah dibersihkan; datang lebih cepat dari estimasi, cs membantu banget, harga masuk akal.",1,Alat Masak
"gelang ini stok terbatas buruan, garansi puas, kurir sopan, harga miring, boleh lah!",0,Aksesoris
"skipping hijau lentur, anti selip; packing rapi, admin ramah, value for money, mantul.",1,Alat Olahraga
"anting hitam kilapnya bagus, finishing rapi; penjual responsif, kurir sopan, sesuai budget, mantul.",1,Aksesoris
"wajan abu tidak berbau, mudah dibersihkan; balas chat cepat, datang lebih cepat dari estimasi, harga masuk akal, mantap ji.",1,Alat Masak
"anting biru kaitannya kuat, tidak gatal di kulit; packing rapi, admin ramah, worth it, boleh lah.",1,Aksesoris
"ban kemasan penyok, mudah rusak; datang terlambat, garansi tidak jelas, kurang sepadan, oke banget.",0,Kendaraan
"oli hijau mudah dipasang, awet dipakai; admin ramah, packing rapi, value for money.",1,Kendaraan
"card holder navy banyak slot kartu, jahitan rapi; datang lebih cepat dari estimasi, admin ramah, sesuai budget.",1,Dompet
"celana fit tidak nyaman, ukuran meleset; packing kurang rapi, respon lambat, kurang sepadan.",0,Celana
"baju ini stok terbatas buruan, garansi puas, same day, harga miring!",0,Baju
"kaos merah jahitan rapi, warna sesuai foto; pengiriman cepat, penjual responsif, worth it.",1,Baju
"ban abu tidak berisik, terasa halus; packing rapi, cs membantu banget, sesuai budget.",1,Kendaraan
"kaos putih tidak menerawang, warna sesuai foto; pengiriman cepat, penjual responsif, value for money.",1,Baju
"tas hijau jahitannya rapi, muat banyak; garansi dijelaskan jelas, pengiriman cepat, worth it, oke banget.",1,Tas
"ban hijau mudah dipasang, terasa halus; admin ramah, kurir sopan, sesuai harga.",1,Kendaraan
"ransel hitam lapisannya tebal, bahannya kuat; garansi dijelaskan jelas, barang sampai aman, harga masuk akal.",1,Tas
"tas putih jahitannya rapi, resleting halus; penjual responsif, barang sampai aman, value for money.",1,Tas
"lampu motor ini diskon gila, best seller, pengiriman cepat, harga miring!",0,Kendaraan
"kemeja bau menyengat, fit tidak nyaman; komplain diabaikan, packing kurang rapi, overprice.",0,Baju
"training hitam potongan rapi, bahannya tebal; balas chat cepat, pengiriman cepat, sesuai budget, sip.",1,Celana
"training hitam jahitan kuat, tidak luntur; garansi dijelaskan jelas, datang lebih cepat dari estimasi, sesuai budget.",1,Celana
"wallet cokelat resleting mulus, banyak slot kartu; packing rapi, penjual responsif, harga masuk akal.",1,Dompet
"blouse hijau warna sesuai foto, tidak menerawang; pengiriman cepat, penjual responsif, sesuai harga, ukuran XXL pas.",1,Baju
"kalung hewan navy kandang bersih, aromanya tidak menyengat; pengiriman cepat, garansi dijelaskan jelas, harga masuk akal.",1,Hewan
"ponsel hitam baterainya awet, charger cepat; garansi dijelaskan jelas, kurir sopan, value for money.",1,HP
"wallet ini diskon gila, ori 100%, gratis ongkir, harga miring!",0,Dompet
"anting putih tidak gatal di kulit, finishing rapi; balas chat cepat, datang lebih cepat dari estimasi, sesuai harga.",1,Aksesoris
"kalung hewan cokelat kandang bersih, ukuran kibble pas; packing rapi, penjual responsif, sesuai harga.",1,Hewan
"ransel abu bahannya kuat, resleting halus; penjual responsif, packing rapi, harga masuk akal.",1,Tas
"training ini paling recomended se-Indonesia, paling laris, kurir sopan, harga miring!",0,Celana
"dompet ini stok terbatas buruan, paling laris, packing rapi, harga miring, boleh lah!",0,Dompet
"tas cokelat lapisannya tebal, bahannya kuat; cs membantu banget, pengiriman cepat, harga masuk akal.",1,Tas
"barbel kemasan penyok, bau menyengat; datang terlambat, respon lambat, kurang sepadan, bagus pisan.",0,Alat Olahraga
"cincin merah finishing rapi, kaitannya kuat; datang lebih cepat dari estimasi, cs membantu banget, worth it.",1,Aksesoris
"makanan kucing hitam disukai hewan, ukuran kibble pas; pengiriman cepat, admin ramah, harga masuk akal.",1,Hewan
"sepatu lari merah pegangan nyaman, lentur; balas chat cepat, datang lebih cepat dari estimasi, sesuai harga.",1,Alat Olahraga
"panci hijau gagangnya kokoh, panas merata; barang sampai aman, cs membantu banget, sesuai harga.",1,Alat Masak
"anting navy tidak gatal di kulit, finishing rapi; datang lebih cepat dari estimasi, admin ramah, value for money.",1,Aksesoris
"ban jahitan lepas, ukuran meleset; datang terlambat, respon lambat, kurang sepadan.",0,Kendaraan
"lampu motor cokelat awet dipakai, mudah dipasang; garansi dijelaskan jelas, kurir sopan, value for money.",1,Kendaraan
"ban navy kualitas bagus, awet dipakai; barang sampai aman, penjual responsif, value for money.",1,Kendaraan
"jeans biru potongan rapi, jahitan kuat; pengiriman cepat, garansi dijelaskan jelas, harga masuk akal, ukuran XL pas.",1,Celana
"smartphone putih baterainya awet, sinyalnya stabil; penjual responsif, pengiriman cepat, sesuai harga.",1,HP
"celana biru tidak luntur, elastis nyaman; penjual responsif, packing rapi, worth it, ukuran S pas, oke banget.",1,Celana
"skipping putih pegangan nyaman, anti selip; penjual responsif, datang lebih cepat dari estimasi, sesuai budget.",1,Alat Olahraga
"dompet cokelat tidak mudah terkelupas, kulitnya halus; garansi dijelaskan jelas, pengiriman cepat, sesuai budget.",1,Dompet
"blouse biru jahitan rapi, tidak luntur; packing rapi, balas chat cepat, worth it.",1,Baju
"chino jahitan lepas, kemasan penyok; kurirnya kurang ramah, balasan chat lama, overprice.",0,Celana
"wallet merah tidak mudah terkelupas, resleting mulus; packing rapi, admin ramah, sesuai budget.",1,Dompet
"ban mudah rusak, fungsi tidak berjalan; packing kurang rapi, balasan chat lama, kurang sepadan.",0,Kendaraan
"makanan anjing navy disukai hewan, aromanya tidak menyengat; kurir sopan, cs membantu banget, value for money.",1,Hewan
"jeans cokelat potongan rapi, tidak luntur; barang sampai aman, garansi dijelaskan jelas, value for money, ukuran M pas.",1,Celana
"baju abu bahannya adem, warna sesuai foto; barang sampai aman, balas chat cepat, worth it, hatur nuhun.",1,Baju
"dompet hijau resleting mulus, jahitan rapi; cs membantu banget, barang sampai aman, harga masuk akal, boleh lah.",1,Dompet
"makanan anjing ini TERBAIK di pasaran, best seller, same day, harga miring!",0,Hewan
"gelang hitam kaitannya kuat, tidak gatal di kulit; cs membantu banget, datang lebih cepat dari estimasi, value for money.",1,Aksesoris
"handbag fit tidak nyaman, bau menyengat; respon lambat, kurirnya kurang ramah, kemahalan.",0,Tas
"tas fungsi tidak berjalan, ukuran meleset; garansi tidak jelas, kurirnya kurang ramah, kemahalan.",0,Tas
"ransel hitam muat banyak, resleting halus; datang lebih cepat dari estimasi, admin ramah, worth it.",1,Tas
"bros cokelat warnanya elegan, kilapnya bagus; admin ramah, kurir sopan, value for money.",1,Aksesoris
"oli merah pas di tempatnya, mudah dipasang; barang sampai aman, cs membantu banget, value for money, mantap ji.",1,Kendaraan
"anting cokelat kilapnya bagus, warnanya elegan; cs membantu banget, pengiriman cepat, sesuai harga, mantap ji.",1,Aksesoris
"chino hitam tidak luntur, potongan rapi; pengiriman cepat, garansi dijelaskan jelas, worth it, ukuran XXL pas.",1,Celana
"training putih bahannya tebal, elastis nyaman; garansi dijelaskan jelas, kurir sopan, harga masuk akal, ukuran S pas.",1,Celana
"chino biru bahannya tebal, jahitan kuat; pengiriman cepat, garansi dijelaskan jelas, harga masuk akal.",1,Celana
"lampu motor putih terasa halus, tidak berisik; barang sampai aman, admin ramah, harga masuk akal.",1,Kendaraan
"wallet navy tidak mudah terkelupas, jahitan rapi; garansi dijelaskan jelas, barang sampai aman, worth it.",1,Dompet
"celana cat mengelupas, bahan terasa murahan; respon lambat, kurirnya kurang ramah, tidak sesuai harga.",0,Celana
"skipping merah pegangan nyaman, empuk dipakai; penjual responsif, packing rapi, sesuai harga.",1,Alat Olahraga
"lampu motor putih kualitas bagus, pas di tempatnya; barang sampai aman, garansi dijelaskan jelas, harga masuk akal.",1,Kendaraan
"makanan anjing hitam disukai hewan, tidak menimbulkan alergi; pengiriman cepat, garansi dijelaskan jelas, value for money.",1,Hewan
"training merah jahitan kuat, bahannya tebal; barang sampai aman, garansi dijelaskan jelas, value for money, ukuran M pas.",1,Celana
"sepatu lari ini kualitas premium harga merakyat, ori 100%, kurir sopan, harga miring, sip!",0,Alat Olahraga
"panci putih bahan tebal, anti lengket; cs membantu banget, pengiriman cepat, worth it, hatur nuhun.",1,Alat Masak
"pasir kucing hitam tidak menimbulkan alergi, ukuran kibble pas; pengiriman cepat, penjual responsif, sesuai harga.",1,Hewan
"wajan ini TERBAIK di pasaran, ori 100%, pengiriman cepat, harga miring!",0,Alat Masak
"training merah potongan rapi, jahitan kuat; admin ramah, kurir sopan, value for money.",1,Celana
"chino cokelat bahannya tebal, elastis nyaman; garansi dijelaskan jelas, pengiriman cepat, value for money, ukuran XL pas.",1,Celana
"barbel putih anti selip, lentur; barang sampai aman, garansi dijelaskan jelas, sesuai budget.",1,Alat Olahraga
"sepatu lari biru empuk dipakai, pegangan nyaman; datang lebih cepat dari estimasi, cs membantu banget, sesuai budget, sip.",1,Alat Olahraga
"makanan anjing hitam kandang bersih, aromanya tidak menyengat; pengiriman cepat, penjual responsif, value for money.",1,Hewan
"wajan hijau panas merata, anti lengket; garansi dijelaskan jelas, barang sampai aman, sesuai harga.",1,Alat Masak
"kaos abu jahitan rapi, potongannya pas; balas chat cepat, kurir sopan, harga masuk akal, ukuran XL pas.",1,Baju
"kaos ini WAJIB beli sekarang, paling laris, gratis ongkir, harga miring, rek!",0,Baju
"kemeja navy tidak menerawang, jahitan rapi; datang lebih cepat dari estimasi, admin ramah, worth it, ukuran L pas.",1,Baju
"oli hijau pas di tempatnya, kualitas bagus; datang lebih cepat dari estimasi, balas chat cepat, sesuai budget.",1,Kendaraan
"wallet hitam banyak slot kartu, resleting mulus; admin ramah, pengiriman cepat, value for money.",1,Dompet
"celana biru tidak luntur, potongan rapi; cs membantu banget, packing rapi, value for money, boleh lah.",1,Celana
"wallet ini kualitas premium harga merakyat, ori 100%, same day, harga miring, hatur nuhun!",0,Dompet
"kalung biru kaitannya kuat, finishing rapi; balas chat cepat, pengiriman cepat, worth it, mantap ji.",1,Aksesoris
"kalung mudah rusak, fungsi tidak berjalan; respon lambat, kurirnya kurang ramah, overprice.",0,Aksesoris
"card holder abu kulitnya halus, jahitan rapi; admin ramah, packing rapi, value for money.",1,Dompet
"kalung ukuran meleset, mudah rusak; penjual susah dihubungi, datang terlambat, kemahalan.",0,Aksesoris
"chino ini diskon gila, ori 100%, datang lebih cepat dari estimasi, harga miring!",0,Celana
"HP abu kameranya jernih, baterainya awet; admin ramah, packing rapi, value for money.",1,HP
"barbel ini TERBAIK di pasaran, best seller, kurir sopan, harga miring!",0,Alat Olahraga
"gelang cokelat kilapnya bagus, warnanya elegan; cs membantu banget, barang sampai aman, worth it.",1,Aksesoris
